Date,Open,High,Low,Close,Adj Close,Volume
2020-03-06,46.000000,47.133331,45.618000,46.898666,46.898666,189943500
2020-03-09,40.359333,44.200001,40.333332,40.533333,40.533333,256105500
2020-03-10,43.962002,44.533333,40.533333,43.021999,43.021999,233916000
2020-03-11,42.680000,43.571999,40.866669,42.282001,42.282001,199837500
2020-03-12,38.726002,39.633331,36.416668,37.369999,37.369999,283636500
2020-03-13,39.666668,40.504665,33.466667,36.441334,36.441334,339604500
2020-03-16,31.299999,32.991333,29.478001,29.671333,29.671333,307342500
2020-03-17,29.334000,31.456667,26.400000,28.680000,28.680000,359919000
2020-03-18,25.933332,26.990667,23.367332,24.081333,24.081333,356793000
2020-03-19,24.980000,30.133333,23.897333,28.509333,28.509333,452932500
2020-03-20,29.213333,31.799999,28.386000,28.502001,28.502001,424282500
2020-03-23,28.906668,29.466667,27.366667,28.952667,28.952667,246817500
2020-03-24,31.820000,34.245998,31.600000,33.666668,33.666668,343428000
2020-03-25,36.349998,37.133331,34.074001,35.950001,35.950001,318340500
2020-03-26,36.492668,37.333332,34.150002,35.210667,35.210667,260710500
2020-03-27,33.666668,35.053333,32.935333,34.290668,34.290668,215661000
2020-03-30,34.017334,34.443333,32.748669,33.475334,33.475334,179971500
2020-03-31,33.416668,36.197334,33.133331,34.933334,34.933334,266572500
2020-04-01,33.599998,34.263332,31.673332,32.104000,32.104000,200298000
2020-04-02,32.068668,32.950668,29.760000,30.298000,30.298000,297876000
2020-04-03,33.966667,34.366001,31.226000,32.000668,32.000668,338431500
2020-04-06,34.080002,34.733334,33.197334,34.416000,34.416000,223527000
2020-04-07,36.333332,37.666668,35.489334,36.363335,36.363335,268797000
2020-04-08,36.946667,37.147331,35.555332,36.589333,36.589333,189840000
2020-04-09,37.472668,38.345333,37.140667,38.200001,38.200001,204750000
2020-04-13,39.344002,43.466667,38.702000,43.396667,43.396667,337131000
2020-04-14,46.598000,49.458668,46.161999,47.326000,47.326000,458647500
2020-04-15,49.466667,50.208668,47.333332,48.655334,48.655334,353655000
2020-04-16,47.796001,50.630001,47.114666,49.680668,49.680668,309868500
2020-04-17,51.485332,51.663334,49.844002,50.259335,50.259335,196923000
2020-04-20,48.846668,51.037998,47.480667,49.757332,49.757332,221199000
2020-04-21,48.674667,50.222000,44.919334,45.781334,45.781334,303136500
2020-04-22,46.931999,48.933334,45.914001,48.807335,48.807335,212482500
2020-04-23,48.506668,48.933334,46.875332,47.042000,47.042000,198550500
2020-04-24,47.387333,48.715332,46.545334,48.343334,48.343334,198180000
2020-04-27,49.174000,53.299332,49.000000,53.250000,53.250000,310221000
2020-04-28,53.042667,53.666668,50.445999,51.274666,51.274666,228330000
2020-04-29,52.678001,53.546665,52.210667,53.367332,53.367332,243240000
2020-04-30,57.012669,57.987999,50.900002,52.125332,52.125332,427078500
2020-05-01,50.333332,51.518002,45.535999,46.754665,46.754665,487977000
2020-05-04,46.733334,50.799999,46.533333,50.745998,50.745998,288556500
2020-05-05,52.652668,53.261333,50.812000,51.214001,51.214001,254875500
2020-05-06,51.766666,52.653332,50.740665,52.172001,52.172001,166848000
2020-05-07,51.813999,53.093334,51.490002,52.002666,52.002666,172915500
2020-05-08,52.917999,54.933334,52.467335,54.627998,54.627998,241297500
2020-05-11,52.700668,54.933334,52.333332,54.085999,54.085999,247794000
2020-05-12,55.133331,56.219334,53.866669,53.960667,53.960667,238603500
2020-05-13,54.722000,55.066666,50.886665,52.730667,52.730667,285982500
2020-05-14,52.000000,53.557335,50.933334,53.555332,53.555332,205233000
2020-05-15,52.689999,53.669998,52.436668,53.278000,53.278000,157776000
2020-05-18,55.185333,55.647999,53.591999,54.242001,54.242001,174987000
2020-05-19,54.344666,54.804668,53.738667,53.867332,53.867332,144547500
2020-05-20,54.700001,55.066666,54.119999,54.370667,54.370667,109639500
2020-05-21,54.400002,55.500000,53.066666,55.173332,55.173332,183819000
2020-05-22,54.811333,55.452000,54.133331,54.458668,54.458668,149812500
2020-05-26,55.633331,55.639999,54.380669,54.591331,54.591331,121345500
2020-05-27,54.723999,55.180668,52.333332,54.681999,54.681999,173242500
2020-05-28,54.234001,54.983334,53.445999,53.720669,53.720669,108834000
2020-05-29,53.916668,55.666668,53.613998,55.666668,55.666668,176467500
2020-06-01,57.200001,59.933334,56.939999,59.873333,59.873333,224092500
2020-06-02,59.646667,60.577332,58.066666,58.770668,58.770668,203484000
2020-06-03,59.208000,59.862667,58.673332,58.863998,58.863998,119242500
2020-06-04,59.325333,59.716667,57.229332,57.625332,57.625332,133315500
2020-06-05,58.522667,59.101334,57.746666,59.043999,59.043999,117178500
2020-06-08,61.266666,63.333332,60.610668,63.327999,63.327999,212620500
2020-06-09,62.667332,63.629333,61.595333,62.711334,62.711334,170823000
2020-06-10,66.125336,68.498665,65.500000,68.336670,68.336670,278451000
2020-06-11,66.013336,67.930664,64.800003,64.856003,64.856003,238747500
2020-06-12,65.333336,65.865334,60.840000,62.352001,62.352001,251451000
2020-06-15,61.186001,66.589333,60.566666,66.059998,66.059998,235458000
2020-06-16,67.456665,67.525330,64.159332,65.475334,65.475334,210766500
2020-06-17,65.847336,67.000000,65.504669,66.119331,66.119331,148362000
2020-06-18,66.866669,67.946671,66.297997,66.930664,66.930664,146278500
2020-06-19,67.518669,67.731331,66.089333,66.726669,66.726669,130195500
2020-06-22,66.663330,67.258667,66.001335,66.288002,66.288002,95436000
2020-06-23,66.592003,67.466667,66.267334,66.785332,66.785332,95479500
2020-06-24,66.274002,66.725334,63.542667,64.056664,64.056664,164394000
2020-06-25,63.618000,65.732002,62.476665,65.732002,65.732002,138817500
2020-06-26,66.318665,66.333336,63.658001,63.982666,63.982666,132823500
2020-06-29,64.600670,67.333336,63.234669,67.290001,67.290001,135396000
2020-06-30,67.099998,72.512665,66.915337,71.987335,71.987335,253777500
2020-07-01,72.199997,75.688667,72.033333,74.641998,74.641998,199903500
2020-07-02,81.431999,81.866669,79.040001,80.577332,80.577332,258751500
2020-07-06,85.112663,91.852669,84.402664,91.438667,91.438667,308548500
2020-07-07,93.667336,95.300003,89.113998,92.657333,92.657333,322345500
2020-07-08,93.666664,94.484001,87.422668,91.058670,91.058670,244669500
2020-07-09,93.132668,93.903999,90.085335,92.952003,92.952003,175764000
2020-07-10,93.066666,103.261330,91.734001,102.976669,102.976669,350064000
2020-07-13,110.599998,119.666000,98.073997,99.804001,99.804001,584781000
2020-07-14,103.733330,106.000000,95.400002,101.120003,101.120003,351271500
2020-07-15,102.866669,103.333336,97.133331,103.067329,103.067329,245517000
2020-07-16,98.477333,102.113998,97.733330,100.042664,100.042664,214512000
2020-07-17,100.896667,102.500664,99.333336,100.056000,100.056000,139950000
2020-07-20,101.267334,110.000000,99.199997,109.533333,109.533333,256821000
2020-07-21,109.328667,111.666664,103.866669,104.557335,104.557335,241608000
2020-07-22,106.599998,108.428001,104.133331,106.155334,106.155334,212416500
2020-07-23,111.930000,112.599998,98.718002,100.871330,100.871330,364927500
2020-07-24,94.400665,97.666664,91.102669,94.466667,94.466667,290949000
2020-07-27,95.666664,103.195999,94.199997,102.639999,102.639999,240730500
2020-07-28,100.266670,104.313332,98.294670,98.432671,98.432671,237130500
2020-07-29,100.066666,102.320663,99.133331,99.940666,99.940666,141403500
2020-07-30,99.199997,100.882668,98.066666,99.166000,99.166000,114315000
2020-07-31,101.000000,101.136665,94.732002,95.384003,95.384003,183123000
2020-08-03,96.613335,100.653999,96.292000,99.000000,99.000000,132139500
2020-08-04,99.667336,101.827332,97.466667,99.133331,99.133331,126225000
2020-08-05,99.532669,99.989334,97.887337,99.001335,99.001335,74217000
2020-08-06,99.388664,101.153999,98.484001,99.305336,99.305336,89884500
2020-08-07,99.969330,99.983330,94.334000,96.847336,96.847336,133446000
2020-08-10,96.533333,97.166664,92.389336,94.571335,94.571335,112834500
2020-08-11,93.066666,94.666664,91.000000,91.625999,91.625999,129387000
2020-08-12,98.000000,105.666664,95.666664,103.650665,103.650665,327441000
2020-08-13,107.400002,110.078667,104.484001,108.066666,108.066666,306379500
2020-08-14,110.999336,111.253334,108.442665,110.047333,110.047333,188664000
2020-08-17,111.800003,123.057335,111.522003,122.375999,122.375999,303634500
2020-08-18,126.599335,128.259995,123.007332,125.806000,125.806000,247117500
2020-08-19,124.333336,127.400002,122.747330,125.235336,125.235336,183079500
2020-08-20,124.045334,134.799332,123.804001,133.455338,133.455338,309177000
2020-08-21,136.317337,139.699326,135.003326,136.665329,136.665329,322344000
2020-08-24,141.751999,141.933334,128.501328,134.279999,134.279999,300954000
2020-08-25,131.659332,135.196671,131.199997,134.889328,134.889328,159883500
2020-08-26,137.333328,144.399994,136.908661,143.544662,143.544662,213591000
2020-08-27,145.363998,153.039993,142.833328,149.250000,149.250000,355395000
2020-08-28,153.007996,154.565994,145.768005,147.559998,147.559998,301218000
2020-08-31,148.203339,166.713333,146.703339,166.106674,166.106674,355123200
2020-09-01,167.380005,167.496674,156.836670,158.350006,158.350006,269523300
2020-09-02,159.663330,159.679993,135.039993,149.123337,149.123337,288528300
2020-09-03,135.743332,143.933334,134.000000,135.666672,135.666672,262788300
2020-09-04,134.270004,142.666672,124.006668,139.440002,139.440002,330965700
2020-09-08,118.666664,122.913330,109.959999,110.070000,110.070000,346397100
2020-09-09,118.866669,123.000000,113.836670,122.093330,122.093330,238397400
2020-09-10,128.736664,132.996674,120.186668,123.779999,123.779999,254791800
2020-09-11,127.313332,127.500000,120.166664,124.239998,124.239998,182152500
2020-09-14,126.983330,140.000000,124.433334,139.873337,139.873337,249061800
2020-09-15,145.520004,153.979996,143.566666,149.919998,149.919998,291894600
2020-09-16,146.623337,152.596664,145.103333,147.253326,147.253326,216837900
2020-09-17,138.533340,145.929993,136.000000,141.143326,141.143326,230337600
2020-09-18,149.313339,150.333328,142.933334,147.383331,147.383331,259220400
2020-09-21,151.043335,151.893326,135.690002,149.796661,149.796661,328430400
2020-09-22,143.199997,145.919998,139.199997,141.410004,141.410004,238742400
2020-09-23,135.053329,137.383331,125.293335,126.786667,126.786667,285222600
2020-09-24,121.266670,133.166672,117.099998,129.263336,129.263336,289683300
2020-09-25,131.156662,136.243332,130.433334,135.779999,135.779999,201625500
2020-09-28,141.539993,142.693329,138.516663,140.399994,140.399994,149158800
2020-09-29,138.666672,142.833328,137.199997,139.690002,139.690002,150657900
2020-09-30,140.440002,144.643326,140.156662,143.003326,143.003326,144436800
2020-10-01,146.919998,149.626663,144.806671,149.386673,149.386673,152224500
2020-10-02,140.463333,146.376663,138.333328,138.363327,138.363327,214290000
2020-10-05,141.116669,144.546661,139.776672,141.893326,141.893326,134168400
2020-10-06,141.263336,142.926666,135.350006,137.993332,137.993332,147438900
2020-10-07,139.956665,143.300003,137.949997,141.766663,141.766663,129383100
2020-10-08,146.146667,146.333328,141.766663,141.973328,141.973328,121263300
2020-10-09,143.376663,144.863327,142.153336,144.666672,144.666672,86777100
2020-10-12,147.333328,149.580002,146.193329,147.433334,147.433334,116373300
2020-10-13,147.783340,149.630005,145.533340,148.883331,148.883331,103391100
2020-10-14,149.926666,155.300003,149.116669,153.766663,153.766663,143639100
2020-10-15,150.103333,152.190002,147.500000,149.626663,149.626663,107017200
2020-10-16,151.479996,151.983337,146.283340,146.556671,146.556671,98327700
2020-10-19,148.746674,149.000000,142.956665,143.610001,143.610001,108863400
2020-10-20,143.916672,143.916672,139.683334,140.646667,140.646667,94968900
2020-10-21,140.899994,144.316666,140.416672,140.880005,140.880005,97111500
2020-10-22,147.306671,148.410004,141.503326,141.929993,141.929993,119979600
2020-10-23,140.613327,140.963333,135.793335,140.210007,140.210007,101151000
2020-10-26,137.210007,141.919998,136.666672,140.093338,140.093338,84717600
2020-10-27,141.253326,143.500000,140.033340,141.559998,141.559998,68059500
2020-10-28,138.826660,139.533340,135.333328,135.339996,135.339996,76354200
2020-10-29,136.653336,139.353333,135.486664,136.943329,136.943329,67965900
2020-10-30,135.633331,135.863327,126.370003,129.346664,129.346664,127533900
2020-11-02,131.333328,135.660004,130.766663,133.503326,133.503326,87063300
2020-11-03,136.576660,142.589996,135.563339,141.300003,141.300003,103055100
2020-11-04,143.539993,145.133331,139.033340,140.326660,140.326660,96429300
2020-11-05,142.766663,146.666672,141.333328,146.029999,146.029999,85243500
2020-11-06,145.366669,145.523331,141.426666,143.316666,143.316666,65118000
2020-11-09,146.500000,150.833328,140.333328,140.419998,140.419998,104499000
2020-11-10,140.029999,140.029999,132.009995,136.786667,136.786667,90852600
2020-11-11,138.816666,139.566666,136.860001,139.043335,139.043335,52073100
2020-11-12,138.350006,141.000000,136.506668,137.253326,137.253326,59565300
2020-11-13,136.949997,137.509995,133.886673,136.166672,136.166672,59313300
2020-11-16,136.309998,137.483337,134.696671,136.029999,136.029999,80515800
2020-11-17,153.389999,154.000000,144.336670,147.203339,147.203339,183564900
2020-11-18,149.449997,165.333328,147.833328,162.213333,162.213333,234132000
2020-11-19,164.000000,169.536667,162.523331,166.423340,166.423340,187425900
2020-11-20,165.996674,167.500000,163.020004,163.203339,163.203339,98735700
2020-11-23,167.833328,175.333328,167.263336,173.949997,173.949997,150780900
2020-11-24,180.133331,186.663330,175.399994,185.126663,185.126663,160945500
2020-11-25,183.353333,191.333328,181.789993,191.333328,191.333328,146790600
2020-11-27,193.720001,199.593338,192.816666,195.253326,195.253326,112683300
2020-11-30,200.736664,202.600006,184.836670,189.199997,189.199997,189009300
2020-12-01,199.196671,199.283340,190.683334,194.919998,194.919998,120310500
2020-12-02,185.479996,190.513336,180.403336,189.606674,189.606674,143327100
2020-12-03,196.673340,199.656662,194.143326,197.793335,197.793335,127656000
2020-12-04,197.003326,199.679993,195.166672,199.679993,199.679993,88203900
2020-12-07,201.639999,216.263336,201.016663,213.919998,213.919998,168929100
2020-12-08,208.503326,217.093338,206.166672,216.626663,216.626663,192795000
2020-12-09,217.896667,218.106674,196.000000,201.493332,201.493332,213873600
2020-12-10,191.456665,209.250000,188.779999,209.023331,209.023331,201249600
2020-12-11,205.003326,208.000000,198.933334,203.330002,203.330002,139425000
2020-12-14,206.333328,214.250000,203.399994,213.276672,213.276672,156121800
2020-12-15,214.426666,215.633331,207.933334,211.083328,211.083328,135214500
2020-12-16,209.410004,210.833328,201.666672,207.589996,207.589996,126287400
2020-12-17,209.396667,219.606674,206.500000,218.633331,218.633331,168810300
2020-12-18,222.966660,231.666672,209.513336,231.666672,231.666672,666378600
2020-12-21,222.080002,222.833328,215.356674,216.619995,216.619995,174135900
2020-12-22,216.000000,216.626663,204.743332,213.446671,213.446671,155148000
2020-12-23,210.733337,217.166672,207.523331,215.326660,215.326660,99519000
2020-12-24,214.330002,222.029999,213.666672,220.589996,220.589996,68596800
2020-12-28,224.836670,227.133331,220.266663,221.229996,221.229996,96835800
2020-12-29,220.333328,223.300003,218.333328,221.996674,221.996674,68732400
2020-12-30,224.000000,232.199997,222.786667,231.593338,231.593338,128538000
2020-12-31,233.330002,239.573334,230.373337,235.223328,235.223328,148949700
